Entry	Taxonomic_lineage_PHYLUM	Taxonomic_lineage_SUPERKINGDOM	Taxonomic_lineage_CLASS	Gene_ontology_GO	Gene_ontology_biological_process	Gene_ontology_molecular_function	Gene_ontology_cellular_component	Gene_ontology_IDs	Protein_names	Protein_families	Cross_reference_eggNOG	Cross_reference_Gene3D	Cross_reference_HOGENOM	Cross_reference_OMA	Cross_reference_OrthoDB	Cross_reference_Pfam	Cross_reference_SMART	Cross_reference_SUPFAM
B6QEB3	Ascomycota	Eukaryota	Eurotiomycetes	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005737; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	CLU_056632_4_1_1;	None	1574423at2759;	PF00080;	None	SSF49329;
Q52JH6	Mollusca	Eukaryota	Gastropoda	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
A6MHS2	Firmicutes	Bacteria	Bacilli	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	FGTGWVW;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q6QHT3	Firmicutes	Bacteria	Bacilli	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q1HDV5	Ascomycota	Eukaryota	Eurotiomycetes	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]; cellular response to oxidative stress [GO:0034599]; superoxide metabolic process [GO:0006801]	cellular response to oxidative stress [GO:0034599]; superoxide metabolic process [GO:0006801]	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	cytoplasm [GO:0005737]	GO:0005737; GO:0006801; GO:0016491; GO:0034599; GO:0046872	Superoxide dismutase [Cu-Zn]	None	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
P80857	Crenarchaeota	Archaea	Thermoprotei	cytoplasm [GO:0005737]; manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]	None	manganese ion binding [GO:0030145]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005737; GO:0030145	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	arCOG04147;	1.10.287.990;3.55.40.20;	CLU_031625_2_2_2;	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q08713	Crenarchaeota	Archaea	Thermoprotei	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005737; GO:0046872	Superoxide dismutase [Fe] (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	arCOG04147;	1.10.287.990;3.55.40.20;	CLU_031625_2_2_2;	KWGSFDK;	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q6TKF7	Platyhelminthes	Eukaryota	Trematoda	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
Q8J0N2	Ascomycota	Eukaryota	Sordariomycetes	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005737; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
Q71S33	Proteobacteria	Bacteria	Gammaproteobacteria	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q2KN28	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q2KN29	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q2KN30	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q381J5	Euglenozoa	Eukaryota	Kinetoplastea (kinetoplasts)	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycosome [GO:0020015]; nucleoplasm [GO:0005654]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]; superoxide metabolic process [GO:0006801]	superoxide metabolic process [GO:0006801]	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycosome [GO:0020015]; nucleoplasm [GO:0005654]	GO:0004784; GO:0005654; GO:0005737; GO:0005829; GO:0006801; GO:0020015; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	KOG0876;	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q33DP1	Chordata	Eukaryota	Mammalia	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	None	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0005507	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	None	None	1574423at2759;	PF00080;	None	SSF49329;
Q0PKG3	Mollusca	Eukaryota	Gastropoda	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q65Y02	Arthropoda	Eukaryota	Insecta	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	CLU_031625_2_1_1;	None	1353361at2759;	PF02777;PF00081;	None	SSF46609;SSF54719;
Q8MUI5	Nematoda (roundworms)	Eukaryota	Enoplea	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
Q9S8P4	Streptophyta	Eukaryota	Magnoliopsida	apoplast [GO:0048046]; manganese ion binding [GO:0030145]	None	manganese ion binding [GO:0030145]	apoplast [GO:0048046]	GO:0030145; GO:0048046	Rhicadhesin receptor (Germin-like protein)	Germin family	None	2.60.120.10;	None	None	None	PF00190;	SM00835;	SSF51182;
Q5K650	Bacillariophyta (diatoms)	Eukaryota	Coscinodiscophyceae (centric diatoms)	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Fe] (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q7X4G4	Chloroflexi	Bacteria	Chloroflexia	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase (EC 1.15.1.1)	Iron/manganese superoxide dismutase family	None	1.10.287.990;3.55.40.20;	None	None	None	PF02777;PF00081;	None	SSF46609;SSF54719;
Q5JCT2	Chordata	Eukaryota	Actinopteri	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	GO:0004784; GO:0046872	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	None	2.60.40.200;	None	None	None	PF00080;	None	SSF49329;
P81527	Proteobacteria	Bacteria	Gammaproteobacteria	periplasmic space [GO:0042597]; metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	None	metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	periplasmic space [GO:0042597]	GO:0004784; GO:0042597; GO:0046872	Superoxide dismutase [Fe] (EC 1.15.1.1) (Fragment)	Iron/manganese superoxide dismutase family	None	None	None	None	None	PF00081;	None	SSF46609;
Q9Y8D9	Ascomycota	Eukaryota	Eurotiomycetes	cytoplasm [GO:0005737]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; removal of superoxide radicals [GO:0019430]	removal of superoxide radicals [GO:0019430]	copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]	cytoplasm [GO:0005737]	GO:0004784; GO:0005507; GO:0005737; GO:0019430	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	Cu-Zn superoxide dismutase family	KOG0441;	2.60.40.200;	CLU_056632_4_1_1;	None	1574423at2759;	PF00080;	None	SSF49329;
